"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","correct","choice","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"","","","","","canvas-keyboard-response","25","1189433","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","20","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","1189492","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","1190001","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","1190512","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","1192935","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","2415","i","learn","","","learn_trial","20","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","1193448","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","20","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","1193507","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","1194016","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","1194528","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","1196752","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","2217","u","learn","","","learn_trial","30","70","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","1197764","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","30","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","1197825","0.0-12.0-4.4","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","1198333","0.0-12.0-0.5","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","1198843","0.0-12.0-1.5","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","1200470","0.0-12.0-2.5","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","1618","u","learn","","","learn_trial","40","110","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","1201478","0.0-12.0-3.5","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","40","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","1201537","0.0-12.0-4.5","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","1202045","0.0-12.0-0.6","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","1202556","0.0-12.0-1.6","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","1204063","0.0-12.0-2.6","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","1496","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","1204574","0.0-12.0-3.6","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","1204633","0.0-12.0-4.6","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","1205142","0.0-12.0-0.7","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","1205652","0.0-12.0-1.7","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","1206519","0.0-12.0-2.7","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","855","i","learn","","","learn_trial","13.3333","100","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","1207028","0.0-12.0-3.7","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","13.3333","100","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","1207090","0.0-12.0-4.7","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","1207599","0.0-12.0-0.8","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","1208112","0.0-12.0-1.8","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","1208927","0.0-12.0-2.8","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","804","i","learn","","","learn_trial","36.6667","60","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","1209436","0.0-12.0-3.8","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","36.6667","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","1209500","0.0-12.0-4.8","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","1210010","0.0-12.0-0.9","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","1210521","0.0-12.0-1.9","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","1211301","0.0-12.0-2.9","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","771","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","1211810","0.0-12.0-3.9","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","1211871","0.0-12.0-4.9","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","1212383","0.0-12.0-0.10","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","1212895","0.0-12.0-1.10","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","1213584","0.0-12.0-2.10","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","678","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","1214095","0.0-12.0-3.10","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","1214157","0.0-12.0-4.10","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","1214665","0.0-12.0-0.11","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","1215175","0.0-12.0-1.11","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","1215855","0.0-12.0-2.11","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","670","i","learn","","","learn_trial","33.3333","120","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","1216363","0.0-12.0-3.11","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","33.3333","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","1216424","0.0-12.0-4.11","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","1216933","0.0-12.0-0.12","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","1217446","0.0-12.0-1.12","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","1218280","0.0-12.0-2.12","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","822","i","learn","","","learn_trial","36.6667","30","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","1218790","0.0-12.0-3.12","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","36.6667","30","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","1218851","0.0-12.0-4.12","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","1219360","0.0-12.0-0.13","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","1219872","0.0-12.0-1.13","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","1220550","0.0-12.0-2.13","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","668","i","learn","","","learn_trial","23.3333","30","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","1221061","0.0-12.0-3.13","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","23.3333","30","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","1221121","0.0-12.0-4.13","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","1221629","0.0-12.0-0.14","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","1222141","0.0-12.0-1.14","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","1223112","0.0-12.0-2.14","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","957","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","1223622","0.0-12.0-3.14","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","1223683","0.0-12.0-4.14","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","87","1224191","0.0-12.0-0.15","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","88","1224704","0.0-12.0-1.15","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","89","1225439","0.0-12.0-2.15","2d_cat_multi_stim_exp1","2022-4-25","12:31:46","25","75","3","9","10","40","30","120","55","20","[""Asian""]","No","Female","2998717","726","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
