"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","correct","choice","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"","","","","","instructions","10","207473","0.0-10.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","37510","","","","[{""page_index"":0,""viewing_time"":4718},{""page_index"":1,""viewing_time"":27608},{""page_index"":2,""viewing_time"":5184}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","209193","0.0-11.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1718","","","","[{""page_index"":0,""viewing_time"":1718}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","209703","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","210216","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","211264","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1037","i","learn","","","learn_trial","22.2971","71.095","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","212280","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","22.2971","71.095","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","212344","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","212855","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","213365","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","215129","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1753","i","learn","","","learn_trial","27.8087","71.8376","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","216140","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","27.8087","71.8376","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","216203","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","216712","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","217222","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","218816","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1582","i","learn","","","learn_trial","10","60","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","219328","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","10","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","219382","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","219891","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","220401","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","221512","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1101","i","learn","","","learn_trial","13.3333","50","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","222022","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","13.3333","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","222081","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","222589","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","223104","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","223984","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","871","i","learn","","","learn_trial","20.7574","87.7279","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","224997","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","20.7574","87.7279","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","225060","0.0-12.0-4.4","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","225570","0.0-12.0-0.5","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","226084","0.0-12.0-1.5","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","227144","0.0-12.0-2.5","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1050","i","learn","","","learn_trial","10","110","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","227654","0.0-12.0-3.5","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","10","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","227716","0.0-12.0-4.5","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","228225","0.0-12.0-0.6","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","228737","0.0-12.0-1.6","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","229952","0.0-12.0-2.6","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1206","u","learn","","","learn_trial","26.6667","80","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","230963","0.0-12.0-3.6","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","26.6667","80","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","231026","0.0-12.0-4.6","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","231535","0.0-12.0-0.7","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","232048","0.0-12.0-1.7","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","233096","0.0-12.0-2.7","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1036","u","learn","","","learn_trial","24.3324","83.7744","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","233605","0.0-12.0-3.7","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","24.3324","83.7744","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","233665","0.0-12.0-4.7","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","234175","0.0-12.0-0.8","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","234687","0.0-12.0-1.8","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","235832","0.0-12.0-2.8","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1136","i","learn","","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","236844","0.0-12.0-3.8","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","236908","0.0-12.0-4.8","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","237415","0.0-12.0-0.9","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","237927","0.0-12.0-1.9","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","238640","0.0-12.0-2.9","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","700","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","239148","0.0-12.0-3.9","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","239207","0.0-12.0-4.9","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","239715","0.0-12.0-0.10","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","240226","0.0-12.0-1.10","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","240905","0.0-12.0-2.10","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","670","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","241415","0.0-12.0-3.10","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","241474","0.0-12.0-4.10","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","241980","0.0-12.0-0.11","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","242489","0.0-12.0-1.11","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","243280","0.0-12.0-2.11","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","780","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","243791","0.0-12.0-3.11","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","243853","0.0-12.0-4.11","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","244360","0.0-12.0-0.12","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","244868","0.0-12.0-1.12","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","245983","0.0-12.0-2.12","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","1105","u","learn","","","learn_trial","16.6667","50","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","246997","0.0-12.0-3.12","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","16.6667","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","247057","0.0-12.0-4.12","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","247570","0.0-12.0-0.13","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","248081","0.0-12.0-1.13","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","248921","0.0-12.0-2.13","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","827","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","249431","0.0-12.0-3.13","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","249495","0.0-12.0-4.13","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","250006","0.0-12.0-0.14","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","250516","0.0-12.0-1.14","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","251353","0.0-12.0-2.14","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","828","i","learn","","","learn_trial","23.3333","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","251863","0.0-12.0-3.14","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","23.3333","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","251921","0.0-12.0-4.14","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","87","252429","0.0-12.0-0.15","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","88","252941","0.0-12.0-1.15","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","89","253600","0.0-12.0-2.15","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","649","i","learn","","","learn_trial","26.6667","30","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","90","254106","0.0-12.0-3.15","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","learn_feedback","","","learn_feedback","26.6667","30","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","91","254165","0.0-12.0-4.15","2d_cat_multi_stim_exp1","2022-5-4","10:23:43","25","75","3","9","10","40","30","120","87","18","[""White""]","No","Female","2011329","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
