"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"","","","","","canvas-keyboard-response","92","230318","0.0-13.0-4.15","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","93","230828","0.0-13.0-0.16","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","94","231341","0.0-13.0-1.16","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","95","232526","0.0-13.0-2.16","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1176","","i","learn","","learn_trial","26.6667","120","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","96","233034","0.0-13.0-3.16","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","26.6667","120","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","97","233093","0.0-13.0-4.16","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","98","233601","0.0-13.0-0.17","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","99","234113","0.0-13.0-1.17","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","100","234926","0.0-13.0-2.17","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","805","","i","learn","","learn_trial","16.6667","110","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","101","235436","0.0-13.0-3.17","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","16.6667","110","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","102","235496","0.0-13.0-4.17","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","103","236004","0.0-13.0-0.18","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","104","236514","0.0-13.0-1.18","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","105","238349","0.0-13.0-2.18","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1827","","i","learn","","learn_trial","13.3333","100","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","106","238860","0.0-13.0-3.18","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","13.3333","100","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","107","238919","0.0-13.0-4.18","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","108","239428","0.0-13.0-0.19","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","109","239939","0.0-13.0-1.19","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","110","240839","0.0-13.0-2.19","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","888","","i","learn","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","111","241850","0.0-13.0-3.19","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","112","241909","0.0-13.0-4.19","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","113","242418","0.0-13.0-0.20","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","114","242928","0.0-13.0-1.20","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","115","244470","0.0-13.0-2.20","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1534","","u","learn","","learn_trial","22.2971","78.905","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","116","244979","0.0-13.0-3.20","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","22.2971","78.905","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","117","245039","0.0-13.0-4.20","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","118","245548","0.0-13.0-0.21","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","119","246065","0.0-13.0-1.21","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","120","247446","0.0-13.0-2.21","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1367","","i","learn","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","121","248458","0.0-13.0-3.21","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","122","248518","0.0-13.0-4.21","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","123","249027","0.0-13.0-0.22","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","124","249541","0.0-13.0-1.22","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","125","250574","0.0-13.0-2.22","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1023","","i","learn","","learn_trial","23.3333","60","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","126","251084","0.0-13.0-3.22","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","23.3333","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","127","251145","0.0-13.0-4.22","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","128","251654","0.0-13.0-0.23","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","129","252165","0.0-13.0-1.23","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","130","254462","0.0-13.0-2.23","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2288","","u","learn","","learn_trial","16.6667","80","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","131","255470","0.0-13.0-3.23","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","16.6667","80","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","132","255530","0.0-13.0-4.23","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
