"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"","","","","","canvas-keyboard-response","24","211471","0.0-13.0-1.2","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","213596","0.0-13.0-2.2","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","2117","","i","learn","","learn_trial","20","40","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","214106","0.0-13.0-3.2","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","20","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","214165","0.0-13.0-4.2","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","214674","0.0-13.0-0.3","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","215182","0.0-13.0-1.3","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","218253","0.0-13.0-2.3","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","3059","","u","learn","","learn_trial","22.5729","69.7099","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","218763","0.0-13.0-3.3","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","22.5729","69.7099","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","218821","0.0-13.0-4.3","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","219329","0.0-13.0-0.4","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","219838","0.0-13.0-1.4","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","221805","0.0-13.0-2.4","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","1959","","i","learn","","learn_trial","16.6667","110","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","222314","0.0-13.0-3.4","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","16.6667","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","222372","0.0-13.0-4.4","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","222881","0.0-13.0-0.5","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","223389","0.0-13.0-1.5","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","225293","0.0-13.0-2.5","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","1895","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","225802","0.0-13.0-3.5","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","225860","0.0-13.0-4.5","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","226368","0.0-13.0-0.6","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","226877","0.0-13.0-1.6","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","228014","0.0-13.0-2.6","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","1128","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","228526","0.0-13.0-3.6","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","228585","0.0-13.0-4.6","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","229095","0.0-13.0-0.7","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","229604","0.0-13.0-1.7","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","230389","0.0-13.0-2.7","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","776","","u","learn","","learn_trial","23.3333","90","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","231398","0.0-13.0-3.7","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","23.3333","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","231457","0.0-13.0-4.7","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","231967","0.0-13.0-0.8","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","232477","0.0-13.0-1.8","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","234629","0.0-13.0-2.8","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","2144","","i","learn","","learn_trial","10","90","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","235139","0.0-13.0-3.8","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","10","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","235197","0.0-13.0-4.8","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","235706","0.0-13.0-0.9","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","236215","0.0-13.0-1.9","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","238093","0.0-13.0-2.9","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","1871","","i","learn","","learn_trial","23.3333","120","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","238605","0.0-13.0-3.9","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","23.3333","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","238663","0.0-13.0-4.9","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","239171","0.0-13.0-0.10","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","239680","0.0-13.0-1.10","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","241925","0.0-13.0-2.10","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","2236","","i","learn","","learn_trial","20","120","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","242435","0.0-13.0-3.10","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","20","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","242493","0.0-13.0-4.10","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","243001","0.0-13.0-0.11","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","243509","0.0-13.0-1.11","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","246284","0.0-13.0-2.11","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","2768","","u","learn","","learn_trial","13.3333","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","247294","0.0-13.0-3.11","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","13.3333","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","247352","0.0-13.0-4.11","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","247859","0.0-13.0-0.12","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","248368","0.0-13.0-1.12","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","250861","0.0-13.0-2.12","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","2484","","u","learn","","learn_trial","20","90","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","251869","0.0-13.0-3.12","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","20","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","251928","0.0-13.0-4.12","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","252435","0.0-13.0-0.13","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","252944","0.0-13.0-1.13","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","254460","0.0-13.0-2.13","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","1507","","u","learn","","learn_trial","22.0121","75.8068","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","254969","0.0-13.0-3.13","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","22.0121","75.8068","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","255028","0.0-13.0-4.13","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","255536","0.0-13.0-0.14","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","256045","0.0-13.0-1.14","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","257820","0.0-13.0-2.14","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","1768","","i","learn","","learn_trial","26.6667","50","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","258329","0.0-13.0-3.14","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","learn_feedback","","learn_feedback","26.6667","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","87","258387","0.0-13.0-4.14","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","88","258895","0.0-13.0-0.15","2d_cat_multi_stim_exp1","2022-4-4","12:5:54","25","75","3","9","10","40","30","120","10","19","[""Black or African-American""]","No","Female","2111142","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
