sub_n,trial_num,line1,line2,line3,trial_type,choice_set,target,decoy,competitor,choice
201,32,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
202,32,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
203,32,290.6199678298998,266.255451019444,411.3703336697666,filler_sample,trinary,NA,NA,NA,290.6199678298998
205,32,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,208.5062
206,32,198.5774,323.4616,208.5062,attraction,trinary,198.5774,208.5062,323.4616,323.4616
207,32,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,198.5774
100,33,198.5774,308.0587,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
103,33,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
104,33,265.0183,152.5196,NA,filler_easy,binary,NA,NA,NA,152.5196
105,33,208.5062,218.9315,339.6347,attraction,trinary,208.5062,218.9315,339.6347,208.5062
106,33,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,198.5774
107,33,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
108,33,253.14875644565657,346.002111008423,274.4436806408926,filler_sample,trinary,NA,NA,NA,346.002111008423
109,33,208.5062,218.9315,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
111,33,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
112,33,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
113,33,259.6223199464344,220.8660950231026,323.72354982234833,filler_sample,trinary,NA,NA,NA,220.8660950231026
114,33,161.157,242.4651,NA,filler_easy,binary,NA,NA,NA,161.157
115,33,441.1427353139827,250.0899700172459,NA,filler_sample,binary,NA,NA,NA,441.1427353139827
116,33,308.0587,208.5062,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
117,33,348.2082815399091,206.14989921122825,NA,filler_sample,binary,NA,NA,NA,206.14989921122825
118,33,410.3800704756412,226.99332809234204,233.6380433288328,filler_sample,trinary,NA,NA,NA,410.3800704756412
119,33,270.6374,256.0975,162.523,filler_easy,trinary,NA,NA,NA,256.0975
125,33,323.4616,189.1213,198.5774,attraction,trinary,189.1213,198.5774,323.4616,189.1213
126,33,155.54500681638925,245.55100062108016,318.6251390207912,filler_sample,trinary,NA,NA,NA,155.54500681638925
127,33,208.5062,198.5774,339.6347,attraction,trinary,198.5774,208.5062,339.6347,198.5774
129,33,229.85329981266136,223.04243022559783,277.6277746604083,filler_sample,trinary,NA,NA,NA,277.6277746604083
131,33,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
133,33,277.6473737160819,299.8862714277684,NA,filler_sample,binary,NA,NA,NA,299.8862714277684
136,33,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
137,33,198.5774,308.0587,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
138,33,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,198.5774
139,33,260.9171735080466,244.47376438660064,256.5344567113076,filler_sample,trinary,NA,NA,NA,244.47376438660064
140,33,251.8959994929072,266.13767007443965,237.38903637140388,filler_sample,trinary,NA,NA,NA,237.38903637140388
142,33,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
143,33,308.0587,189.1213,323.4616,attraction,trinary,323.4616,308.0587,189.1213,189.1213
144,33,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
145,33,245.40035141461323,239.55167423554707,NA,filler_sample,binary,NA,NA,NA,239.55167423554707
146,33,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
147,33,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
148,33,256.0975,151.3192,242.6499,filler_easy,trinary,NA,NA,NA,256.0975
149,33,208.5062,356.6164,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
150,33,189.1213,198.5774,323.4616,attraction,trinary,189.1213,198.5774,323.4616,189.1213
151,33,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
152,33,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
153,33,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
154,33,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
155,33,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
158,33,245.7149092373804,257.8613827924228,283.3545633895658,filler_sample,trinary,NA,NA,NA,245.7149092373804
159,33,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
160,33,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
301,33,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
163,33,437.1391,285.3118,238.8882,filler_easy,trinary,NA,NA,NA,437.1391
164,33,225.74903138040472,433.02499176120733,231.8121528444378,filler_sample,trinary,NA,NA,NA,433.02499176120733
165,33,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
166,33,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,208.5062
167,33,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
168,33,323.4616,339.6347,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
169,33,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
170,33,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
171,33,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
172,33,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
173,33,203.75737184554035,278.48631565935176,NA,filler_sample,binary,NA,NA,NA,278.48631565935176
175,33,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,208.5062
176,33,157.5292933944159,237.33146597216663,237.12254400705072,filler_sample,trinary,NA,NA,NA,237.33146597216663
177,33,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,208.5062
178,33,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
179,33,206.73311942335096,262.06532974183716,NA,filler_sample,binary,NA,NA,NA,206.73311942335096
184,33,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
185,33,236.08578506315763,321.85240965983786,272.8632750308397,filler_sample,trinary,NA,NA,NA,321.85240965983786
186,33,323.4616,308.0587,189.1213,attraction,trinary,323.4616,308.0587,189.1213,323.4616
302,33,273.6560997,361.8545414,NA,filler_sample,binary,NA,NA,NA,361.8545414
187,33,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
189,33,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
200,33,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
201,33,231.253931005512,222.2518020192494,NA,filler_sample,binary,NA,NA,NA,222.2518020192494
202,33,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
203,33,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
205,33,277.80841929043606,271.5899960132576,NA,filler_sample,binary,NA,NA,NA,271.5899960132576
206,33,407.3754554087176,320.38309098098614,NA,filler_sample,binary,NA,NA,NA,407.3754554087176
207,33,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
100,34,286.7703843340064,251.8510258177457,NA,filler_sample,binary,NA,NA,NA,251.8510258177457
103,34,262.060292736352,173.11594764372168,249.90277244307015,filler_sample,trinary,NA,NA,NA,173.11594764372168
104,34,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
105,34,230.41716361367105,201.8827786175964,NA,filler_sample,binary,NA,NA,NA,201.8827786175964
106,34,198.5774,339.6347,323.4616,attraction,trinary,339.6347,323.4616,198.5774,323.4616
107,34,241.3411371169507,333.1293454842141,274.3479736780839,filler_sample,trinary,NA,NA,NA,333.1293454842141
108,34,254.0131738141146,208.07186891032543,305.21203813519,filler_sample,trinary,NA,NA,NA,305.21203813519
109,34,255.1190487703412,315.23161633837367,NA,filler_sample,binary,NA,NA,NA,255.1190487703412
111,34,323.4616,218.9315,208.5062,attraction,trinary,208.5062,218.9315,323.4616,208.5062
112,34,278.87462831930355,412.98019804064535,269.38854109534066,filler_sample,trinary,NA,NA,NA,412.98019804064535
113,34,196.189052442634,318.31242919186906,NA,filler_sample,binary,NA,NA,NA,318.31242919186906
114,34,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
115,34,270.6374,256.0975,162.523,filler_easy,trinary,NA,NA,NA,256.0975
116,34,238.77139936537975,184.45011305985707,280.35872865373176,filler_sample,trinary,NA,NA,NA,280.35872865373176
117,34,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
118,34,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
119,34,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
125,34,218.9315,323.4616,208.5062,attraction,trinary,208.5062,218.9315,323.4616,323.4616
126,34,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
127,34,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
129,34,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
131,34,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
133,34,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,198.5774
136,34,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
137,34,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
138,34,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,208.5062
139,34,308.0587,189.1213,323.4616,attraction,trinary,323.4616,308.0587,189.1213,323.4616
140,34,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
142,34,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
143,34,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,208.5062
144,34,308.0587,208.5062,323.4616,attraction,trinary,323.4616,308.0587,208.5062,208.5062
145,34,323.4616,198.5774,208.5062,attraction,trinary,198.5774,208.5062,323.4616,323.4616
146,34,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
147,34,447.3695,245.678,244.0034,filler_easy,trinary,NA,NA,NA,447.3695
148,34,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
149,34,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
150,34,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
151,34,323.4616,198.5774,208.5062,attraction,trinary,198.5774,208.5062,323.4616,198.5774
152,34,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
153,34,315.5072610395956,303.47537763811977,287.2866765483315,filler_sample,trinary,NA,NA,NA,315.5072610395956
154,34,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,189.1213
155,34,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
158,34,370.1725488389678,273.00627046888366,296.53719917927043,filler_sample,trinary,NA,NA,NA,273.00627046888366
159,34,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
160,34,366.91997701736614,252.3378808496173,270.9661826880862,filler_sample,trinary,NA,NA,NA,366.91997701736614
301,34,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
163,34,171.12670832492302,262.63408473325563,NA,filler_sample,binary,NA,NA,NA,262.63408473325563
164,34,282.98317162000785,190.54115133192937,NA,filler_sample,binary,NA,NA,NA,190.54115133192937
165,34,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
166,34,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
167,34,252.36364690079267,399.5491273509051,247.04494745183467,filler_sample,trinary,NA,NA,NA,399.5491273509051
168,34,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
169,34,242.6959,152.1939,241.408,filler_easy,trinary,NA,NA,NA,152.1939
170,34,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
171,34,239.3667,411.6704,NA,filler_easy,binary,NA,NA,NA,411.6704
172,34,323.4616,198.5774,339.6347,attraction,trinary,339.6347,323.4616,198.5774,198.5774
173,34,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
175,34,356.6164,339.6347,208.5062,attraction,trinary,356.6164,339.6347,208.5062,208.5062
176,34,308.0587,323.4616,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
177,34,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,198.5774
178,34,411.6704,239.3667,NA,filler_easy,binary,NA,NA,NA,411.6704
179,34,284.79301272893156,166.92884905277924,NA,filler_sample,binary,NA,NA,NA,166.92884905277924
184,34,198.5774,308.0587,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
185,34,208.5062,323.4616,218.9315,attraction,trinary,208.5062,218.9315,323.4616,323.4616
186,34,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
302,34,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
187,34,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
189,34,160.84671592717658,261.8235669073428,NA,filler_sample,binary,NA,NA,NA,160.84671592717658
200,34,228.63171625690643,383.6108356000108,255.04791596047576,filler_sample,trinary,NA,NA,NA,383.6108356000108
201,34,271.57292513657825,309.1703518211802,287.42217959283823,filler_sample,trinary,NA,NA,NA,309.1703518211802
202,34,208.5062,339.6347,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
203,34,240.7734237535509,293.4235230154439,321.9431475075883,filler_sample,trinary,NA,NA,NA,321.9431475075883
205,34,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
206,34,337.43842290573576,240.20493793683735,NA,filler_sample,binary,NA,NA,NA,337.43842290573576
207,34,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,189.1213
100,35,173.64790104964183,274.35843276988516,NA,filler_sample,binary,NA,NA,NA,173.64790104964183
103,35,163.41947905317434,200.72794542485585,272.3747886232268,filler_sample,trinary,NA,NA,NA,163.41947905317434
104,35,372.0498682373224,273.52164623445157,NA,filler_sample,binary,NA,NA,NA,372.0498682373224
105,35,150.3621194955596,225.89647623967855,271.48077842739394,filler_sample,trinary,NA,NA,NA,150.3621194955596
106,35,295.5274500349528,403.1034044911501,246.38851396762144,filler_sample,trinary,NA,NA,NA,295.5274500349528
107,35,208.5062,323.4616,308.0587,attraction,trinary,323.4616,308.0587,208.5062,323.4616
108,35,296.2678786762638,255.44267081695335,NA,filler_sample,binary,NA,NA,NA,296.2678786762638
109,35,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
111,35,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,208.5062
112,35,308.0587,208.5062,323.4616,attraction,trinary,323.4616,308.0587,208.5062,208.5062
113,35,218.9315,323.4616,208.5062,attraction,trinary,208.5062,218.9315,323.4616,208.5062
114,35,271.97331562562806,200.97967604634383,211.6014943441695,filler_sample,trinary,NA,NA,NA,271.97331562562806
115,35,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
116,35,226.9692869992883,297.1450430043865,NA,filler_sample,binary,NA,NA,NA,297.1450430043865
117,35,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,198.5774
118,35,152.5196,265.0183,NA,filler_easy,binary,NA,NA,NA,152.5196
119,35,244.16591909404593,267.0779103624515,368.8870791503232,filler_sample,trinary,NA,NA,NA,368.8870791503232
125,35,323.4616,208.5062,308.0587,attraction,trinary,323.4616,308.0587,208.5062,323.4616
126,35,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
127,35,338.0894601377477,259.7102225040437,377.0069021248335,filler_sample,trinary,NA,NA,NA,259.7102225040437
129,35,287.5737410056523,246.63202099753136,213.99745234496353,filler_sample,trinary,NA,NA,NA,213.99745234496353
131,35,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
133,35,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,198.5774
136,35,198.5774,339.6347,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
137,35,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
138,35,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
139,35,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
140,35,325.3642603264734,257.6509892901403,NA,filler_sample,binary,NA,NA,NA,257.6509892901403
142,35,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
143,35,189.1213,198.5774,323.4616,attraction,trinary,189.1213,198.5774,323.4616,323.4616
144,35,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,189.1213
145,35,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
146,35,242.3846615867705,233.12814390641552,NA,filler_sample,binary,NA,NA,NA,233.12814390641552
147,35,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,208.5062
148,35,356.6164,218.9315,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
149,35,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
150,35,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,208.5062
151,35,156.60068383423902,243.86210904584237,232.3965076104181,filler_sample,trinary,NA,NA,NA,156.60068383423902
152,35,248.2286357227748,384.3592449449024,NA,filler_sample,binary,NA,NA,NA,384.3592449449024
153,35,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
154,35,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
155,35,339.6347,208.5062,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
158,35,308.0587,323.4616,198.5774,attraction,trinary,323.4616,308.0587,198.5774,323.4616
159,35,323.4616,339.6347,198.5774,attraction,trinary,339.6347,323.4616,198.5774,198.5774
160,35,262.25670622483585,441.39226227557555,NA,filler_sample,binary,NA,NA,NA,441.39226227557555
301,35,211.45084,279.0726353,NA,filler_sample,binary,NA,NA,NA,279.0726353
163,35,356.6164,339.6347,208.5062,attraction,trinary,356.6164,339.6347,208.5062,356.6164
164,35,299.59929591410133,282.5649355174252,NA,filler_sample,binary,NA,NA,NA,299.59929591410133
165,35,323.4616,189.1213,198.5774,attraction,trinary,189.1213,198.5774,323.4616,189.1213
166,35,324.80386494385823,254.64382867280187,225.74958932129647,filler_sample,trinary,NA,NA,NA,225.74958932129647
167,35,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
168,35,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,218.9315
169,35,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
170,35,243.507,437.1072,NA,filler_easy,binary,NA,NA,NA,437.1072
171,35,245.07058631529404,440.4138330379933,238.6230132444498,filler_sample,trinary,NA,NA,NA,440.4138330379933
172,35,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,164.7966
173,35,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
175,35,238.29529900113283,151.5541697431607,NA,filler_sample,binary,NA,NA,NA,151.5541697431607
176,35,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,198.5774
177,35,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,208.5062
178,35,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
179,35,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
184,35,208.5062,339.6347,198.5774,attraction,trinary,198.5774,208.5062,339.6347,208.5062
185,35,244.5596,162.523,239.1983,filler_easy,trinary,NA,NA,NA,162.523
186,35,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
302,35,244.5596,239.1983,162.523,filler_easy,trinary,NA,NA,NA,162.523
187,35,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,164.7966
189,35,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
200,35,262.9662,257.1963,414.9215,filler_easy,trinary,NA,NA,NA,414.9215
201,35,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
202,35,399.6664670944658,244.38224900871816,290.4411791432707,filler_sample,trinary,NA,NA,NA,399.6664670944658
203,35,238.8882,285.3118,437.1391,filler_easy,trinary,NA,NA,NA,285.3118
205,35,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
206,35,232.28788471354255,212.0098694953633,NA,filler_sample,binary,NA,NA,NA,232.28788471354255
207,35,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
100,36,254.8842429057089,223.43300225982924,182.9048123480007,filler_sample,trinary,NA,NA,NA,182.9048123480007
103,36,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
104,36,439.6895582855447,247.31722380591063,NA,filler_sample,binary,NA,NA,NA,247.31722380591063
105,36,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
106,36,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
107,36,241.25592088012152,273.1823777165542,155.5484941315072,filler_sample,trinary,NA,NA,NA,155.5484941315072
108,36,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,189.1213
109,36,279.7572403715899,429.97874496383946,272.19377372174864,filler_sample,trinary,NA,NA,NA,429.97874496383946
111,36,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,198.5774
112,36,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
113,36,266.3390232141607,214.76223657401096,203.99354527598769,filler_sample,trinary,NA,NA,NA,203.99354527598769
114,36,426.1457,240.0202,275.5735,filler_easy,trinary,NA,NA,NA,426.1457
115,36,237.2111984851028,269.0528571455635,331.7186577948232,filler_sample,trinary,NA,NA,NA,331.7186577948232
116,36,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
117,36,168.5328186430823,228.61701593744928,NA,filler_sample,binary,NA,NA,NA,228.61701593744928
118,36,323.0791127329602,236.16992706831903,NA,filler_sample,binary,NA,NA,NA,323.0791127329602
119,36,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,323.4616
125,36,151.41287746334078,246.06708422507035,257.81969997184234,filler_sample,trinary,NA,NA,NA,151.41287746334078
126,36,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,198.5774
127,36,278.8798360232328,255.4797118671193,NA,filler_sample,binary,NA,NA,NA,255.4797118671193
129,36,155.441,275.5735,NA,filler_easy,binary,NA,NA,NA,155.441
131,36,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
133,36,247.4936,421.378,NA,filler_easy,binary,NA,NA,NA,421.378
136,36,339.6347,208.5062,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
137,36,308.0587,323.4616,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
138,36,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
139,36,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
140,36,270.52197389210477,324.67878908055667,305.88176920451576,filler_sample,trinary,NA,NA,NA,270.52197389210477
142,36,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
143,36,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
144,36,208.5062,218.9315,323.4616,attraction,trinary,208.5062,218.9315,323.4616,218.9315
145,36,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
146,36,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
147,36,440.2376967225637,305.72350632028224,213.0272442405774,filler_sample,trinary,NA,NA,NA,305.72350632028224
148,36,198.5774,189.1213,323.4616,attraction,trinary,189.1213,198.5774,323.4616,323.4616
149,36,308.0587,323.4616,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
150,36,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
151,36,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
152,36,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,198.5774
153,36,437.1072,243.507,NA,filler_easy,binary,NA,NA,NA,437.1072
154,36,199.87635694913808,286.7532422923324,NA,filler_sample,binary,NA,NA,NA,199.87635694913808
155,36,252.55596526684252,248.85540615983737,280.21039577851553,filler_sample,trinary,NA,NA,NA,252.55596526684252
158,36,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,208.5062
159,36,208.5062,356.6164,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
160,36,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
301,36,284.3428706,203.8738854,235.1814777,filler_sample,trinary,NA,NA,NA,235.1814777
163,36,308.0587,323.4616,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
164,36,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,208.5062
165,36,411.6704,239.3667,NA,filler_easy,binary,NA,NA,NA,411.6704
166,36,318.9139030069031,304.99311651320625,251.53624832991707,filler_sample,trinary,NA,NA,NA,251.53624832991707
167,36,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
168,36,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
169,36,323.4616,218.9315,208.5062,attraction,trinary,208.5062,218.9315,323.4616,218.9315
170,36,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
171,36,189.1213,308.0587,323.4616,attraction,trinary,323.4616,308.0587,189.1213,189.1213
172,36,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
173,36,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
175,36,247.16259726042625,171.7375670041749,270.64109440489256,filler_sample,trinary,NA,NA,NA,171.7375670041749
176,36,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
177,36,339.6347,208.5062,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
178,36,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,339.6347
179,36,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,323.4616
184,36,323.4616,208.5062,218.9315,attraction,trinary,208.5062,218.9315,323.4616,323.4616
185,36,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
186,36,218.9315,339.6347,208.5062,attraction,trinary,208.5062,218.9315,339.6347,339.6347
302,36,331.388543,281.9199108,NA,filler_sample,binary,NA,NA,NA,331.388543
187,36,303.4631180150523,304.28854213599374,290.79357777714375,filler_sample,trinary,NA,NA,NA,303.4631180150523
189,36,411.6704,239.3667,NA,filler_easy,binary,NA,NA,NA,411.6704
200,36,323.4616,198.5774,339.6347,attraction,trinary,339.6347,323.4616,198.5774,339.6347
